,Country,EdLevel,YearsCodePro,ConvertedCompYearly
21997,United States of America,Bachelors,10,135000
21998,United States of America,Bachelors,3,83000
21999,Brazil,Bachelors,2,24468
22000,United States of America,Bachelors,15,150000
22001,United States of America,Bachelors,30,144351
22002,Other,No bachelors,3,16164
22003,United States of America,Bachelors,5,125000
22004,United States of America,Bachelors,35,250000
22005,United States of America,Bachelors,33,150000
22006,United States of America,No bachelors,33,250000
22007,Germany,No bachelors,15,34380
22008,United States of America,No bachelors,13,158000
22009,France,No bachelors,10,110256
22010,Spain,No bachelors,15,46482
22011,Canada,Bachelors,6,79413
22012,United States of America,No bachelors,10,180000
22013,Brazil,Bachelors,14,42000
22014,United States of America,No bachelors,2,60000
22015,Canada,No bachelors,42,45379
22016,Other,No bachelors,22,67872
22017,Brazil,Bachelors,14,27488
22018,United States of America,Bachelors,13,150000
22019,United States of America,No bachelors,4,130000
22020,United States of America,Bachelors,34,91000
22021,United States of America,Bachelors,8,240000
22022,United States of America,Bachelors,5,80000
22023,United States of America,No bachelors,15,122000
22024,Norway,No bachelors,4,71211
22025,Canada,No bachelors,12,111178
22026,Canada,No bachelors,12,56723
22027,Canada,No bachelors,3,45379
22028,United States of America,Bachelors,0.5,64000
22029,United States of America,Bachelors,8,172000
22030,United States of America,Bachelors,16,106000
22031,United States of America,No bachelors,11,175000
22032,United States of America,No bachelors,2,40800
22033,United States of America,No bachelors,16,156000
22034,United States of America,No bachelors,25,180000
22035,Canada,No bachelors,22,95295
22036,Other,Bachelors,2,32424
22037,Spain,Post-grad,14,24648
22038,United States of America,Bachelors,30,170000
22039,Australia,No bachelors,20,105559
22040,Sweden,Bachelors,14,67500
22041,United States of America,No bachelors,25,122000
22042,Canada,Bachelors,23,136136
22043,United States of America,Bachelors,25,183000
22044,France,No bachelors,8,51888
22045,United States of America,Bachelors,2,75000
22046,United States of America,No bachelors,1,77000
22047,United States of America,No bachelors,42,140000
22048,Other,No bachelors,5,20760
22049,United States of America,Bachelors,6,104000
22050,United States of America,No bachelors,20,106000
22051,United States of America,Post-grad,10,210000
22052,Brazil,Bachelors,2,30240
22053,United States of America,No bachelors,16,207000
22054,Canada,Bachelors,7,90758
22055,United States of America,Bachelors,8,110000
22056,France,No bachelors,3,64860
22057,Other,No bachelors,11,33000
22058,United States of America,Bachelors,1,50000
22059,United Kingdom,Bachelors,14,126351
22060,United States of America,Bachelors,8,120000
22061,United States of America,Bachelors,15,79807
22062,United States of America,No bachelors,13,86000
22063,Canada,No bachelors,1,70000
22064,United States of America,No bachelors,4,93500
22065,United Kingdom,No bachelors,20,116333
22066,United States of America,Bachelors,18,151500
22067,United States of America,Bachelors,10,215000
22068,United States of America,Bachelors,14,118840
22069,United Kingdom,No bachelors,5,77556
22070,United States of America,No bachelors,11,135000
22071,United States of America,No bachelors,27,185000
22072,United States of America,Bachelors,1,123000
22073,United States of America,Bachelors,16,150000
22074,United Kingdom,Bachelors,4,54289
22075,Switzerland,No bachelors,6,73187
22076,Germany,Bachelors,20,86478
22077,Germany,No bachelors,5,42203
22078,Other,Bachelors,5,27144
22079,France,Post-grad,6,44100
22080,United States of America,Bachelors,13,180000
22081,United States of America,Bachelors,2,120000
22082,United Kingdom,No bachelors,1,27924
22083,United States of America,No bachelors,4,90000
22084,United States of America,No bachelors,10,110000
22085,United States of America,Bachelors,4,77000
22086,Other,Bachelors,0.5,14868
22087,Canada,No bachelors,8,166389
22088,India,Bachelors,3,13696
22089,United States of America,Bachelors,14,250000
22090,United States of America,Bachelors,10,75712
22091,Canada,No bachelors,7,83194
22092,United States of America,Bachelors,15,138000
22093,United States of America,Bachelors,5,175000
22094,United States of America,Bachelors,4,228056
22095,United States of America,No bachelors,7,66000
22096,United States of America,Bachelors,10,225000
22097,Other,No bachelors,20,34200
22098,United States of America,Bachelors,2,72000
22099,United States of America,Bachelors,13,170000
22100,United States of America,Bachelors,5,95000
22101,United States of America,Bachelors,14,119000
22102,United States of America,Bachelors,16,116500
22103,United States of America,Bachelors,5,150000
22104,United States of America,Bachelors,2,135000
22105,Israel,No bachelors,5,28020
22106,Canada,Bachelors,6,75631
22107,Germany,No bachelors,0.5,33104
22108,United States of America,No bachelors,30,130000
22109,United States of America,Bachelors,7,200000
22110,United States of America,Bachelors,16,135000
22111,Poland,No bachelors,3,25212
22112,United Kingdom,No bachelors,17,96945
22113,Canada,No bachelors,5,64287
22114,United States of America,Bachelors,25,78000
22115,United States of America,Bachelors,5,107000
22116,France,No bachelors,4,48644
22117,Other,Bachelors,4,27852
22118,Germany,Bachelors,13,108098
22119,United States of America,Bachelors,6,100000
22120,Sweden,No bachelors,7,58296
22121,Canada,Bachelors,8,69581
22122,Canada,No bachelors,3,64287
22123,United States of America,No bachelors,6,110000
22124,Other,No bachelors,1,12588
22125,United States of America,Bachelors,7,125000
22126,Other,No bachelors,29,80064
22127,Germany,No bachelors,4,84312
22128,United States of America,Bachelors,15,210000
22129,United States of America,Bachelors,7,88000
22130,Other,Bachelors,4,57156
22131,United States of America,Bachelors,11,170660
22132,United States of America,Bachelors,14,150000
22133,Canada,Bachelors,5,60505
22134,Canada,Post-grad,21,98321
22135,United States of America,Bachelors,37,187000
22136,Other,No bachelors,23,140527
22137,Russia,No bachelors,3,84924
22138,United States of America,Post-grad,15,128500
22139,United States of America,Post-grad,35,96000
22140,United States of America,Bachelors,3,80000
22141,United States of America,No bachelors,6,117300
22142,Brazil,Bachelors,12,41896
22143,Other,No bachelors,2,86844
22144,United States of America,Bachelors,2,84000
22145,Canada,No bachelors,21,140000
22146,Germany,Bachelors,2,45396
22147,Canada,Bachelors,2,60505
22148,Other,Bachelors,5,51708
22149,United Kingdom,No bachelors,16,122796
22150,United States of America,Bachelors,4,114000
22151,United States of America,Bachelors,7,85000
22152,Canada,Bachelors,4,79413
22153,United States of America,Bachelors,7,138000
22154,Other,Bachelors,20,48656
22155,Israel,Bachelors,2,15756
22156,Canada,Bachelors,30,89245
22157,Germany,No bachelors,5,59454
22158,United States of America,Bachelors,11,120000
22159,United Kingdom,Post-grad,3,46533
22160,Brazil,No bachelors,6,25560
22161,United States of America,Bachelors,3,100000
22162,Germany,No bachelors,11,53832
22163,Other,No bachelors,7,48200
22164,United States of America,Bachelors,7,90000
22165,United Kingdom,Bachelors,7,102606
22166,United States of America,Bachelors,0.5,69400
22167,United States of America,Bachelors,4,65000
22168,United States of America,Bachelors,4,66800
22169,United States of America,No bachelors,15,210000
22170,Other,No bachelors,32,25944
22171,Other,No bachelors,7,108500
22172,Spain,No bachelors,25,35028
22173,India,Bachelors,0.5,13403
22174,United States of America,Bachelors,9,100000
22175,United States of America,No bachelors,23,140000
22176,Other,Bachelors,18,108000
22177,United States of America,Bachelors,11,140000
22178,United States of America,No bachelors,24,150000
22179,Spain,Bachelors,11,48644
22180,Brazil,No bachelors,25,37796
22181,United States of America,No bachelors,8,111000
22182,United States of America,Bachelors,21,106000
22183,United States of America,Bachelors,16,160000
22184,United States of America,No bachelors,13,135000
22185,Brazil,Bachelors,5,68724
22186,Brazil,Bachelors,3,15672
22187,United States of America,Bachelors,40,120000
22188,Canada,No bachelors,20,77144
22189,United States of America,No bachelors,15,215000
22190,United States of America,No bachelors,28,145000
22191,United Kingdom,Bachelors,4,142185
22192,United States of America,Bachelors,6,137000
22193,United States of America,Bachelors,13,225000
22194,United States of America,Bachelors,37,107000
22195,Canada,No bachelors,7,130000
22196,United States of America,Bachelors,0.5,77000
22197,United Kingdom,Bachelors,4,68507
22198,United Kingdom,No bachelors,6,36193
22199,United States of America,No bachelors,10,150000
22200,Germany,No bachelors,9,85608
22201,United States of America,No bachelors,22,195000
22202,United States of America,Bachelors,2,61000
22203,United States of America,No bachelors,20,200000
22204,Germany,Post-grad,28,140527
22205,United States of America,Bachelors,20,110000
22206,United States of America,No bachelors,26,200000
22207,United States of America,No bachelors,8,105000
22208,United States of America,No bachelors,5,50000
22209,United States of America,Bachelors,7,160000
22210,United States of America,Bachelors,12,30000
22211,Other,No bachelors,5,28224
22212,United States of America,No bachelors,12,96000
22213,United States of America,Bachelors,28,140000
22214,United States of America,No bachelors,6,108500
22215,United States of America,Bachelors,21,165000
22216,Other,Bachelors,8,76793
22217,Turkey,Bachelors,2,28596
22218,Canada,Bachelors,6,47648
22219,Other,Bachelors,2,19392
22220,Russia,Bachelors,3,21708
22221,Other,Bachelors,3,13010
22222,United Kingdom,No bachelors,33,55582
22223,United Kingdom,No bachelors,5,71093
22224,United States of America,No bachelors,16,140000
22225,United States of America,Bachelors,8,220000
22226,Other,Bachelors,2,32424
22227,India,Bachelors,3,19546
22228,United States of America,Bachelors,3,225000
22229,United States of America,No bachelors,39,137000
22230,United Kingdom,Bachelors,8,71093
22231,United States of America,Bachelors,40,210000
22232,Other,Bachelors,5,10750
22233,United States of America,Bachelors,11,160000
22234,Canada,No bachelors,15,66556
22235,United States of America,No bachelors,7,120000
22236,Other,No bachelors,24,25860
22237,United States of America,Bachelors,5,120000
22238,United States of America,Bachelors,6,150000
22239,United Kingdom,Bachelors,24,72385
22240,Other,Bachelors,4,26604
22241,United States of America,No bachelors,27,115000
22242,Other,No bachelors,6,37416
22243,United States of America,Bachelors,12,140000
22244,Canada,No bachelors,30,140000
22245,United States of America,No bachelors,25,120000
22246,Canada,No bachelors,16,100590
22247,United States of America,No bachelors,2,99999
22248,France,No bachelors,20,57076
22249,Other,No bachelors,16,48000
22250,United States of America,Bachelors,4,101880
22251,Canada,Bachelors,12,105884
22252,India,No bachelors,7,20100
22253,United Kingdom,Post-grad,8,90482
22254,United Kingdom,No bachelors,8,58167
22255,United States of America,Bachelors,24,190000
22256,Brazil,No bachelors,14,27492
22257,Germany,Bachelors,6,56751
22258,Other,No bachelors,15,72000
22259,United States of America,No bachelors,1,80000
22260,United States of America,Bachelors,6,119600
22261,Other,No bachelors,2,46320
22262,United States of America,Bachelors,8,150000
22263,United States of America,Post-grad,9,250000
22264,United Kingdom,Bachelors,23,116333
22265,Canada,Bachelors,20,128573
22266,United States of America,No bachelors,16,240000
22267,United Kingdom,Bachelors,8,42009
22268,Brazil,No bachelors,21,66430
22269,United States of America,Bachelors,21,155000
22270,United States of America,Bachelors,2,100000
22271,India,Bachelors,2,10122
22272,United States of America,Post-grad,4,110000
22273,United Kingdom,Bachelors,20,73678
22274,United States of America,Bachelors,4,210000
22275,Spain,Bachelors,4,48644
22276,United Kingdom,No bachelors,10,127967
22277,United States of America,Bachelors,18,200000
22278,United States of America,No bachelors,36,146000
22279,Other,Bachelors,7,25824
22280,Switzerland,No bachelors,30,152473
22281,United States of America,No bachelors,37,139000
22282,India,Bachelors,6,58644
22283,United Kingdom,No bachelors,9,63983
22284,Germany,Bachelors,13,97288
22285,United States of America,No bachelors,23,250000
22286,United States of America,Bachelors,22,84000
22287,United States of America,No bachelors,7,88000
22288,United States of America,Bachelors,16,150000
22289,United States of America,No bachelors,15,129000
22290,United States of America,Bachelors,7,130602
22291,United States of America,Bachelors,14,155000
22292,Other,Bachelors,2,25860
22293,Brazil,No bachelors,4,13740
22294,Canada,Bachelors,9,30250
22295,Other,Bachelors,8,31788
22296,Other,No bachelors,4,24643
22297,United States of America,No bachelors,12,146000
22298,United States of America,Bachelors,3,55000
22299,United States of America,No bachelors,4,32000
22300,United Kingdom,No bachelors,25,62691
22301,Other,Bachelors,12,104208
22302,Turkey,Bachelors,2,24000
22303,Other,Bachelors,2,43239
22304,Poland,No bachelors,22,75936
22305,United Kingdom,Post-grad,3,51704
22306,Israel,Bachelors,15,80556
22307,United States of America,Bachelors,32,113000
22308,Other,No bachelors,7,36000
